date,SPY,QQQ,IWM,EFA,EEM,AGG,TLT,GLD,USO,VNQ,GSG,HYG
2010-02-17,83.11705269750856,39.04106849160041,51.626165274315504,34.54494354245227,29.717412103185787,71.45366147417491,59.65539131662161,109.25,303.76,25.348350482784756,30.47,37.510241375740335
2010-02-18,83.60704226314893,39.286334347055835,52.047637089425166,34.74059170297211,29.830063400013632,71.4261687225496,59.41498002283471,109.98,309.84,25.72642363133478,30.914,37.86610100931201
2010-02-19,83.78041888375849,39.26881535738044,52.11375031532473,34.52537872640029,29.574720460537183,71.48115422580022,59.735528414550586,109.47,312.72,25.74387316126786,31.1,38.12091408026457
2010-02-22,83.79549920852769,39.189979903841206,52.27076922683617,34.5905947799069,29.61227089281313,71.35743684348633,59.4884390292696,109.07,312.24,25.807854771022477,31.11,38.169240697169364
2010-02-23,82.77782718051563,38.68192920325497,51.65922188726528,34.101474378607314,28.928853025390865,71.61174479602043,60.4166937469468,107.89,306.64,25.61009343178093,30.51,37.892460982169176
2010-02-24,83.53919474750143,39.07610647095118,52.09722200884983,34.31668735517913,29.206726224232884,71.68734986299002,60.56361175981657,107.36,311.92,25.871836380777097,30.86,38.03744083288356
2010-02-25,83.42611907261862,39.06734697611349,52.11375031532473,34.10799598395797,28.966403457666814,71.8316868090229,60.90419442601468,108.31,304.88,25.970717050397873,30.35,38.04183416169309
2010-02-26,83.47888701732467,39.207498893516586,51.898882331151164,34.31668735517913,29.259296829419213,71.84543318483554,61.21806472623646,109.43,310.56,25.95908403044249,30.97,38.29664723264565
2010-03-01,84.3457897198948,39.77686605796667,53.10544870381806,34.58407317455624,29.754962535461733,71.95060808081574,61.191113952393806,109.43,306.8,26.18011140959481,30.59,38.32578730397348
2010-03-02,84.5794748245089,39.89949898569438,53.510392212452835,34.844937388582686,30.0899123913632,71.978185929831,61.11072273634073,111.02,310.4,26.191744429550198,30.86,38.5736501159636
2010-03-03,84.6548621256271,39.94329645988285,53.81616588223829,35.262320131025,30.13046685822122,71.978185929831,60.95663957223901,111.63,315.2,26.121946309817883,31.36,38.613485210747726
2010-03-04,84.9111605560311,40.07468888244826,53.95665648727484,35.171017656115744,29.972755042662236,72.1091807126535,61.27820443645129,110.83,313.2,26.28480858919328,31.05,38.644468062246496
2010-03-05,86.12482403809817,40.67909402624911,55.05578886785496,35.85578621793517,30.753804034001973,71.97129146757719,60.474292275920604,110.81,318.8,27.000239316449484,31.34,38.8746263876659
2010-03-08,86.13989833224512,40.75792947978836,55.15495870670428,35.85578621793517,30.776334293367537,72.0195527033539,60.15942667971276,109.88,318.32,27.27361528540104,31.27,38.88347863095126
2010-03-09,86.28312711838855,40.98567634556839,55.353298384402954,35.771005348376576,30.949066281836902,72.10228625039967,60.1728252157216,109.718,316.4,27.33759689515566,30.99,39.05167125337314
2010-03-10,86.66758079461681,41.31853714940075,55.824355118937284,35.92100227144178,31.166858789037406,72.05402501462298,60.018742051619896,108.47,319.2,27.581890314218754,31.28,39.06494961830118
2010-03-11,87.02941511443292,41.47620805647924,55.989638183686175,36.05795598380566,31.174368875492593,72.05402501462298,60.23981789576583,108.6,320.4,27.744752593594146,31.21,39.029540645159734
2010-03-12,87.03695489990363,41.48496755131693,55.96484572397384,36.29925538178013,31.069227665119936,72.05747224574988,60.61497690401348,107.95,316.08,27.965779972746468,30.98,39.03839288844509
2010-03-15,87.05956897952132,41.37985361326461,55.774770199512616,36.04491277310434,30.84392507146425,72.1505474861764,60.53458568796041,108.36,310.64,27.901798362991848,30.64,38.99413167201828
2010-03-16,87.75309506148187,41.64263845839541,56.254091087284394,36.50142514765063,31.241959653589305,72.28154226899888,61.01693298427882,110.4,318.32,28.576513520404202,31.0974,39.125144872641634
2010-03-17,88.27323170776059,41.75651189128543,56.584657216782176,36.69707330817047,31.579913544072838,72.3366979670294,61.27820443645129,109.59,321.84,29.001118748775767,31.42,39.12691532129871
2010-03-18,88.22800430235303,41.89666380868852,56.411109998795844,36.48349073293631,31.339590777506768,72.27464780674505,61.07722639631862,110.34,319.36,28.84407297937807,31.32,39.184454902653556
2010-03-19,87.78324591125913,41.643917344641714,55.7065909353037,36.11012882661095,30.934046108926523,72.21949210871453,61.13751980835843,108.28,313.6,28.52998144058266,30.8,38.989705550375604
2010-03-22,88.25254980950392,42.02098376827186,56.49375153117028,36.214474512221535,31.046697405754372,72.27464780674505,61.20451248840265,107.75,316.48,28.890605059199608,30.89,39.175602659368195
2010-03-23,88.87325312322727,42.312552572590526,57.063978104553954,36.46881712089732,31.264489912954872,72.28843673125269,60.91644396421249,108.32,317.6,28.80917391951191,30.75,39.171176537725515
